,Package,Item,Title,Rows,Cols,csv,doc
222,DAAG,seedrates,Barley Seeding Rate Data,5,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/seedrates.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/seedrates.html
223,DAAG,socsupport,Social Support Data,95,20.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/socsupport.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/socsupport.html
224,DAAG,softbacks,Measurements on a Selection of Paperback Books,8,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/softbacks.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/softbacks.html
225,DAAG,sorption,sorption data set,192,14.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/sorption.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/sorption.html
226,DAAG,spam7,Spam E-mail Data,4601,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/spam7.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/spam7.html
227,DAAG,stVincent,Averages by block of yields for the St. Vincent Corn data,324,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/stVincent.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/stVincent.html
228,DAAG,sugar,Sugar Data,12,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/sugar.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/sugar.html
229,DAAG,tinting,Car Window Tinting Experiment Data,182,9.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/tinting.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/tinting.html
230,DAAG,tomato,Root weights of tomato plants exposed to 4 different treatments,24,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/tomato.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/tomato.html
231,DAAG,toycars,Toy Cars Data,27,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/toycars.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/toycars.html
232,DAAG,vince111b,"Averages by block of corn yields, for treatment 111 only",36,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/vince111b.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/vince111b.html
233,DAAG,vlt,Video Lottery Terminal Data,345,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/vlt.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/vlt.html
234,DAAG,wages1833,Wages of Lancashire Cotton Factory Workers in 1833,51,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/wages1833.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/wages1833.html
235,DAAG,worldRecords,"Record times for track and road races, at August 9th 2006",40,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/worldRecords.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/DAAG/worldRecords.html
236,gamclass,FARS,"US fatal road accident data for automobiles, 1998 to 2010",151158,17.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gamclass/FARS.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gamclass/FARS.html
237,gamclass,airAccs,Aircraft Crash data,5666,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gamclass/airAccs.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gamclass/airAccs.html
238,gamclass,cvalues,Historical speed of light measurements,9,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gamclass/cvalues.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gamclass/cvalues.html
239,gamclass,fars2007,"US fatal road accident data, 2007 and 2008",72548,24.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gamclass/fars2007.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gamclass/fars2007.html
240,gamclass,fars2008,"US fatal road accident data, 2007 and 2008",64881,24.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gamclass/fars2008.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gamclass/fars2008.html
241,gamclass,german,German credit scoring data,1000,21.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gamclass/german.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gamclass/german.html
242,gamclass,loti,Global temperature anomalies,131,19.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/gamclass/loti.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/gamclass/loti.html
243,KMsurv,aids,data from Section 1.19,295,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/aids.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/aids.html
244,KMsurv,alloauto,data from Section 1.9,101,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/alloauto.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/alloauto.html
245,KMsurv,allograft,"data from Exercise 13.1, p418",34,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/allograft.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/allograft.html
246,KMsurv,azt,"data from Exercise 4.7, p122",45,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/azt.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/azt.html
247,KMsurv,baboon,"data from Exercise 5.8, p147",152,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/baboon.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/baboon.html
248,KMsurv,bcdeter,data from Section 1.18,95,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/bcdeter.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/bcdeter.html
249,KMsurv,bfeed,data from Section 1.14,927,10.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/bfeed.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/bfeed.html
250,KMsurv,bmt,data from Section 1.3,137,22.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/bmt.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/bmt.html
251,KMsurv,bnct,"data from Exercise 7.7, p223",30,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/bnct.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/bnct.html
252,KMsurv,btrial,data from Section 1.5,45,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/btrial.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/btrial.html
253,KMsurv,burn,data from Section 1.6,154,18.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/burn.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/burn.html
254,KMsurv,channing,data from Section 1.16,462,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/channing.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/channing.html
255,KMsurv,drug6mp,data from Section 1.2,21,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/drug6mp.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/drug6mp.html
256,KMsurv,drughiv,"data from Exercise 7.6, p222",34,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/drughiv.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/drughiv.html
257,KMsurv,hodg,data from Section 1.10,43,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/hodg.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/hodg.html
258,KMsurv,kidney,data from Section 1.4,76,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/kidney.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/kidney.html
259,KMsurv,kidrecurr,Data on 38 individuals using a kidney dialysis machine,38,10.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/kidrecurr.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/kidrecurr.html
260,KMsurv,kidtran,data from Section 1.7,863,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/kidtran.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/kidtran.html
261,KMsurv,larynx,data from Section 1.8,90,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/larynx.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/larynx.html
262,KMsurv,lung,"data from Exercise 4.4, p120",228,10.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/lung.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/lung.html
263,KMsurv,pneumon,data from Section 1.13,3470,15.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/pneumon.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/pneumon.html
264,KMsurv,psych,data from Section 1.15,26,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/psych.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/psych.html
265,KMsurv,rats,"data from Exercise 7.13, p225",300,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/rats.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/rats.html
266,KMsurv,std,data from Section 1.12,877,24.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/std.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/std.html
267,KMsurv,stddiag,"data from Exercise 5.6, p146",25,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/stddiag.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/stddiag.html
268,KMsurv,tongue,data from Section 1.11,80,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/tongue.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/tongue.html
269,KMsurv,twins,"data from Exercise 7.14, p225",24,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/KMsurv/twins.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/KMsurv/twins.html
270,robustbase,Animals2,Brain and Body Weights for 65 Species of Land Animals,65,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/Animals2.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/Animals2.html
271,robustbase,CrohnD,Crohn's Disease Adverse Events Data,117,9.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/CrohnD.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/CrohnD.html
272,robustbase,NOxEmissions,NOx Air Pollution Data,8088,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/NOxEmissions.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/NOxEmissions.html
273,robustbase,SiegelsEx,Siegel's Exact Fit Example Data,9,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/SiegelsEx.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/SiegelsEx.html
274,robustbase,aircraft,Aircraft Data,23,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/aircraft.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/aircraft.html
275,robustbase,airmay,Air Quality Data,31,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/airmay.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/airmay.html
276,robustbase,alcohol,Alcohol Solubility in Water Data,9822,33.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/alcohol.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/alcohol.html
277,robustbase,ambientNOxCH,Daily Means of NOx (mono-nitrogen oxides) in air,366,14.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/ambientNOxCH.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/ambientNOxCH.html
278,robustbase,biomassTill,Biomass Tillage Data,58,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/biomassTill.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/biomassTill.html
279,robustbase,bushfire,Campbell Bushfire Data,38,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/bushfire.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/bushfire.html
280,robustbase,carrots,Insect Damages on Carrots,24,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/carrots.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/carrots.html
281,robustbase,cloud,Cloud point of a Liquid,19,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/cloud.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/cloud.html
282,robustbase,coleman,Coleman Data Set,20,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/coleman.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/coleman.html
283,robustbase,condroz,Condroz Data,428,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/condroz.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/condroz.html
284,robustbase,cushny,Cushny and Peebles Prolongation of Sleep Data,10,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/cushny.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/cushny.html
285,robustbase,delivery,Delivery Time Data,25,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/delivery.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/delivery.html
286,robustbase,education,Education Expenditure Data,50,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/education.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/education.html
287,robustbase,epilepsy,Epilepsy Attacks Data Set,236,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/epilepsy.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/epilepsy.html
288,robustbase,exAM,Example Data of Antille and May - for Simple Regression,12,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/exAM.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/exAM.html
289,robustbase,foodstamp,Food Stamp Program Participation,150,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/foodstamp.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/foodstamp.html
290,robustbase,hbk,"Hawkins, Bradu, Kass's Artificial Data",75,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/hbk.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/hbk.html
291,robustbase,heart,Heart Catherization Data,172,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/heart.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/heart.html
292,robustbase,kootenay,Waterflow Measurements of Kootenay River in Libby and Newgate,13,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/kootenay.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/kootenay.html
293,robustbase,lactic,Lactic Acid Concentration Measurement Data,20,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/lactic.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/lactic.html
294,robustbase,milk,Daudin's Milk Composition Data,86,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/milk.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/milk.html
295,robustbase,pension,Pension Funds Data,194,19.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/pension.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/pension.html
296,robustbase,phosphor,Phosphorus Content Data,18,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/phosphor.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/phosphor.html
297,robustbase,pilot,Pilot-Plant Data,20,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/pilot.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/pilot.html
298,robustbase,possumDiv,Possum Diversity Data,151,9.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/possumDiv.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/possumDiv.html
299,robustbase,pulpfiber,Pulp Fiber and Paper Data,62,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/pulpfiber.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/pulpfiber.html
300,robustbase,radarImage,Satellite Radar Image Data from near Munich,1573,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/radarImage.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/radarImage.html
301,robustbase,salinity,Salinity Data,28,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/salinity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/salinity.html
302,robustbase,starsCYG,Hertzsprung-Russell Diagram Data of Star Cluster CYG OB1,47,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/starsCYG.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/starsCYG.html
303,robustbase,telef,Number of International Calls from Belgium,24,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/telef.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/telef.html
304,robustbase,toxicity,Toxicity of Carboxylic Acids Data,38,10.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/toxicity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/toxicity.html
305,robustbase,vaso,Vaso Constriction Skin Data Set,39,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/vaso.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/vaso.html
306,robustbase,wagnerGrowth,Wagner's Hannover Employment Growth Data,63,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/wagnerGrowth.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/wagnerGrowth.html
307,robustbase,wood,Modified Data on Wood Specific Gravity,20,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/robustbase/wood.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/robustbase/wood.html
308,car,AMSsurvey,American Math Society Survey Data,24,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/AMSsurvey.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/AMSsurvey.html
309,car,Adler,Experimenter Expectations,97,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Adler.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Adler.html
310,car,Angell,Moral Integration of American Cities,43,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Angell.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Angell.html
311,car,Anscombe,U. S. State Public-School Expenditures,51,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Anscombe.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Anscombe.html
312,car,Baumann,Methods of Teaching Reading Comprehension,66,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Baumann.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Baumann.html
313,car,Bfox,Canadian Women's Labour-Force Participation,30,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Bfox.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Bfox.html
314,car,Blackmore,Exercise Histories of Eating-Disordered and Control Subjects,945,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Blackmore.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Blackmore.html
315,car,Burt,Fraudulent Data on IQs of Twins Raised Apart,27,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Burt.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Burt.html
316,car,CanPop,Canadian Population Data,16,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/CanPop.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/CanPop.html
317,car,Chile,Voting Intentions in the 1988 Chilean Plebiscite,2700,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Chile.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Chile.html
318,car,Chirot,The 1907 Romanian Peasant Rebellion,32,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Chirot.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Chirot.html
319,car,Cowles,Cowles and Davis's Data on Volunteering,1421,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Cowles.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Cowles.html
320,car,Davis,Self-Reports of Height and Weight,200,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Davis.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Davis.html
321,car,DavisThin,Davis's Data on Drive for Thinness,191,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/DavisThin.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/DavisThin.html
322,car,Depredations,Minnesota Wolf Depredation Data,434,5.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Depredations.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Depredations.html
323,car,Duncan,Duncan's Occupational Prestige Data,45,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Duncan.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Duncan.html
324,car,Ericksen,The 1980 U.S. Census Undercount,66,9.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Ericksen.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Ericksen.html
325,car,Florida,Florida County Voting,67,11.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Florida.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Florida.html
326,car,Freedman,Crowding and Crime in U. S. Metropolitan Areas,110,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Freedman.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Freedman.html
327,car,Friendly,Format Effects on Recall,30,2.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Friendly.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Friendly.html
328,car,Ginzberg,Data on Depression,82,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Ginzberg.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Ginzberg.html
329,car,Greene,Refugee Appeals,384,7.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Greene.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Greene.html
330,car,Guyer,Anonymity and Cooperation,20,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Guyer.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Guyer.html
331,car,Hartnagel,Canadian Crime-Rates Time Series,38,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Hartnagel.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Hartnagel.html
332,car,Highway1,Highway Accidents,39,12.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Highway1.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Highway1.html
333,car,KosteckiDillon,Treatment of Migraine Headaches,4152,9.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/KosteckiDillon.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/KosteckiDillon.html
334,car,Leinhardt,Data on Infant-Mortality,105,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Leinhardt.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Leinhardt.html
335,car,LoBD,Cancer drug data use to provide an example of the use of the skew power distributions.,84,9.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/LoBD.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/LoBD.html
336,car,Mandel,Contrived Collinear Data,8,3.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Mandel.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Mandel.html
337,car,Migration,Canadian Interprovincial Migration Data,90,8.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Migration.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Migration.html
338,car,Moore,"Status, Authoritarianism, and Conformity",45,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Moore.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Moore.html
339,car,Mroz,U.S. Women's Labor-Force Participation,753,18.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Mroz.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Mroz.html
340,car,OBrienKaiser,O'Brien and Kaiser's Repeated-Measures Data,16,17.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/OBrienKaiser.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/OBrienKaiser.html
341,car,Ornstein,Interlocking Directorates Among Major Canadian Firms,248,4.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Ornstein.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Ornstein.html
342,car,Pottery,Chemical Composition of Pottery,26,6.0,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/car/Pottery.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/car/Pottery.html
